analysis	group	n	value	note
EDIT_DISTANCE_1	SUB_k_TO_e_RIGHT_2	61	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_e_RIGHT_3	64	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_e_RIGHT_4	31	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_e_RIGHT_5	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_e_RIGHT_6	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_e_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_e_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_0	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_1	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_2	33	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_3	47	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_4	50	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_5	22	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_6	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_f_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_g_RIGHT_0	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_g_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_g_RIGHT_3	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_h_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_h_RIGHT_1	14	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_h_RIGHT_2	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_h_RIGHT_3	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_h_RIGHT_4	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_h_RIGHT_5	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_i_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_i_RIGHT_1	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_i_RIGHT_2	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_i_RIGHT_3	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_j_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_j_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_0	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_1	35	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_2	55	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_3	44	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_4	65	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_5	37	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_6	14	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_7	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_l_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_m_RIGHT_0	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_m_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_m_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_m_RIGHT_3	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_n_RIGHT_0	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_n_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_n_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_n_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_0	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_1	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_2	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_3	37	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_4	45	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_5	21	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_6	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_o_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_0	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_1	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_2	50	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_3	61	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_4	92	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_5	48	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_6	26	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_7	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_p_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_q_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_q_RIGHT_1	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_q_RIGHT_2	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_q_RIGHT_3	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_q_RIGHT_4	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_q_RIGHT_5	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_q_RIGHT_6	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_q_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_r_RIGHT_0	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_r_RIGHT_1	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_r_RIGHT_2	35	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_r_RIGHT_3	30	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_r_RIGHT_4	42	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_r_RIGHT_5	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_r_RIGHT_6	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_r_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_s_RIGHT_0	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_s_RIGHT_1	28	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_s_RIGHT_2	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_s_RIGHT_3	33	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_s_RIGHT_4	40	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_s_RIGHT_5	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_s_RIGHT_6	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_s_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_0	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_1	43	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_2	140	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_3	191	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_4	209	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_5	95	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_6	37	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_7	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_8	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_t_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_u_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_v_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_v_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_v_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_x_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_x_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_x_RIGHT_2	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_x_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_y_RIGHT_0	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_y_RIGHT_1	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_y_RIGHT_2	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_y_RIGHT_3	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_y_RIGHT_4	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_y_RIGHT_5	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_y_RIGHT_6	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_y_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_z_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_k_TO_z_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_a_RIGHT_0	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_a_RIGHT_1	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_a_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_a_RIGHT_3	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_a_RIGHT_4	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_a_RIGHT_5	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_a_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_c_RIGHT_0	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_c_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_c_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_c_RIGHT_3	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_c_RIGHT_5	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_0	92	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_1	87	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_2	59	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_3	37	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_4	58	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_5	28	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_6	14	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_d_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_e_RIGHT_0	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_e_RIGHT_1	18	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_e_RIGHT_2	34	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_e_RIGHT_3	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_e_RIGHT_4	20	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_e_RIGHT_5	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_e_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_e_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_0	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_1	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_2	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_3	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_4	23	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_5	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_f_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_g_RIGHT_0	33	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_g_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_g_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_h_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_h_RIGHT_1	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_h_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_h_RIGHT_3	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_h_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_i_RIGHT_0	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_i_RIGHT_1	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_i_RIGHT_2	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_i_RIGHT_3	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_i_RIGHT_4	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_i_RIGHT_5	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_j_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_j_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_j_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_0	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_1	35	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_2	55	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_3	44	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_4	65	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_5	37	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_6	14	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_7	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_k_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_m_RIGHT_0	175	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_m_RIGHT_1	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_m_RIGHT_2	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_l_TO_m_RIGHT_3	1	1	exact positional arithmetic consistency; representation-induced
