context_AB	continuation_C	count_ABC	count_AB	p_C_given_AB	count_BC	count_B_as_predecessor	p_C_given_B	probability_difference	observed_status
okeey l	keedy	1	5	0.2	8	185	0.04324324324	0.1567567568	OBSERVED
okeey l	keeody	1	5	0.2	1	185	0.005405405405	0.1945945946	OBSERVED
okeey l	lcheedy	1	5	0.2	1	185	0.005405405405	0.1945945946	OBSERVED
okeey lain	okeey	1	1	1	1	4	0.25	0.75	OBSERVED
okeey lchedy	oteal	1	2	0.5	1	99	0.0101010101	0.4898989899	OBSERVED
okeey lchedy	qo	1	2	0.5	1	99	0.0101010101	0.4898989899	OBSERVED
okeey lcheedy	olkeey	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okeey ldy	oral	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeey lkaiin	okain	1	1	1	1	45	0.02222222222	0.9777777778	OBSERVED
okeey lkain	l	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
okeey lkechedy	oteodain	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeey lkedch	edy	1	1	1	1	1	1	0	OBSERVED
okeey lkedy	qokal	1	1	1	1	25	0.04	0.96	OBSERVED
okeey lkeedy	lkeey	1	1	1	1	34	0.02941176471	0.9705882353	OBSERVED
okeey lkeeedy	qo	1	1	1	1	4	0.25	0.75	OBSERVED
okeey lkeeey	okeeo	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okeey lkees	ol	1	1	1	1	1	1	0	OBSERVED
okeey lkeey	chedy	1	2	0.5	1	36	0.02777777778	0.4722222222	OBSERVED
okeey lkeey	qokal	1	2	0.5	1	36	0.02777777778	0.4722222222	OBSERVED
okeey lky	shedaiiin	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
okeey loiin	oithy	1	1	1	1	4	0.25	0.75	OBSERVED
okeey lor	ar	1	1	1	3	33	0.09090909091	0.9090909091	OBSERVED
okeey lr	ain	2	2	1	2	7	0.2857142857	0.7142857143	OBSERVED
okeey lshey	qokeeal	1	2	0.5	1	17	0.05882352941	0.4411764706	OBSERVED
okeey lshey	sheckhy	1	2	0.5	1	17	0.05882352941	0.4411764706	OBSERVED
okeey oeky	otcheedaiin	1	1	1	1	1	1	0	OBSERVED
okeey okal	chedkaly	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
okeey okary	oin	1	1	1	1	2	0.5	0.5	OBSERVED
okeey okeedy	keedar	1	1	1	1	99	0.0101010101	0.9898989899	OBSERVED
okeey okeeey	okeedaly	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
okeey okeey	dairin	1	4	0.25	1	177	0.005649717514	0.2443502825	OBSERVED
okeey okeey	lchedy	1	4	0.25	2	177	0.01129943503	0.238700565	OBSERVED
okeey okeey	qaal	1	4	0.25	1	177	0.005649717514	0.2443502825	OBSERVED
okeey okeey	shy	1	4	0.25	1	177	0.005649717514	0.2443502825	OBSERVED
okeey okeosar	otaiin	1	1	1	1	1	1	0	OBSERVED
okeey oky	daiin	1	2	0.5	3	74	0.04054054054	0.4594594595	OBSERVED
okeey oky	ykeey	1	2	0.5	1	74	0.01351351351	0.4864864865	OBSERVED
okeey ol	ol	1	1	1	8	521	0.01535508637	0.9846449136	OBSERVED
okeey or	ch	1	1	1	2	375	0.005333333333	0.9946666667	OBSERVED
okeey otaiin	chcthy	1	1	1	1	142	0.007042253521	0.9929577465	OBSERVED
okeey otain	olchdy	1	1	1	1	87	0.01149425287	0.9885057471	OBSERVED
okeey otedy	ar	1	1	1	1	149	0.006711409396	0.9932885906	OBSERVED
okeey oteedy	ksheody	1	1	1	1	98	0.01020408163	0.9897959184	OBSERVED
okeey oteey	shedy	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
okeey otey	oteo	1	1	1	1	58	0.01724137931	0.9827586207	OBSERVED
okeey qaal	shedy	1	1	1	1	1	1	0	OBSERVED
okeey qaiin	okeedy	1	1	1	1	2	0.5	0.5	OBSERVED
okeey qetchdy	oteeody	1	1	1	1	1	1	0	OBSERVED
okeey qockhey	taiin	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okeey qoear	oraiin	1	1	1	1	2	0.5	0.5	OBSERVED
okeey qoeey	chodaal	1	1	1	1	16	0.0625	0.9375	OBSERVED
okeey qoeol	daiin	1	1	1	1	5	0.2	0.8	OBSERVED
okeey qok	ykeol	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
okeey qokaiin	or	1	1	1	4	253	0.01581027668	0.9841897233	OBSERVED
okeey qokain	cheey	1	1	1	3	269	0.01115241636	0.9888475836	OBSERVED
okeey qokalor	cheol	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeey qokar	checkhy	1	2	0.5	3	155	0.01935483871	0.4806451613	OBSERVED
okeey qokar	shyk	1	2	0.5	1	155	0.006451612903	0.4935483871	OBSERVED
okeey qokedy	chedy	1	1	1	11	266	0.04135338346	0.9586466165	OBSERVED
okeey qokeedy	okedain	1	4	0.25	1	303	0.003300330033	0.24669967	OBSERVED
okeey qokeedy	okeey	1	4	0.25	5	303	0.01650165017	0.2334983498	OBSERVED
okeey qokeedy	olkeedy	1	4	0.25	4	303	0.01320132013	0.2367986799	OBSERVED
okeey qokeedy	qoky	1	4	0.25	4	303	0.01320132013	0.2367986799	OBSERVED
okeey qokeeody	qokaiin	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
okeey qokeeolchey	olkeey	1	1	1	1	1	1	0	OBSERVED
okeey qokeeos	olar	1	1	1	1	2	0.5	0.5	OBSERVED
okeey qokeey	chdal	1	7	0.1428571429	1	296	0.003378378378	0.1394787645	OBSERVED
okeey qokeey	dol	1	7	0.1428571429	2	296	0.006756756757	0.1361003861	OBSERVED
okeey qokeey	lkeeody	1	7	0.1428571429	1	296	0.003378378378	0.1394787645	OBSERVED
okeey qokeey	okesy	1	7	0.1428571429	1	296	0.003378378378	0.1394787645	OBSERVED
okeey qokeey	qokeedy	1	7	0.1428571429	9	296	0.03040540541	0.1124517375	OBSERVED
okeey qokeey	qokey	1	7	0.1428571429	3	296	0.01013513514	0.1327220077	OBSERVED
okeey qokeey	y	1	7	0.1428571429	2	296	0.006756756757	0.1361003861	OBSERVED
okeey qokol	sheedy	1	2	0.5	1	98	0.01020408163	0.4897959184	OBSERVED
okeey qokol	sheols	1	2	0.5	1	98	0.01020408163	0.4897959184	OBSERVED
okeey qoksheedy	char	1	1	1	1	1	1	0	OBSERVED
okeey qol	chedy	1	2	0.5	15	133	0.1127819549	0.3872180451	OBSERVED
okeey qol	cheedy	1	2	0.5	4	133	0.03007518797	0.469924812	OBSERVED
okeey qotchy	shey	1	1	1	1	59	0.01694915254	0.9830508475	OBSERVED
okeey qoteol	lkedy	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
okeey qoteor	chokaiin	1	1	1	1	4	0.25	0.75	OBSERVED
okeey qotol	sheol	1	1	1	2	44	0.04545454545	0.9545454545	OBSERVED
okeey raiin	cheky	1	1	1	1	58	0.01724137931	0.9827586207	OBSERVED
okeey ror	eckhear	1	1	1	1	10	0.1	0.9	OBSERVED
okeey shcfhedy	opcheol	1	1	1	1	1	1	0	OBSERVED
okeey shdy	ykol	1	1	1	1	41	0.0243902439	0.9756097561	OBSERVED
okeey shedy	otey	1	2	0.5	2	412	0.004854368932	0.4951456311	OBSERVED
okeey shedy	qokedy	1	2	0.5	21	412	0.05097087379	0.4490291262	OBSERVED
okeey sheey	qokaiin	1	2	0.5	4	144	0.02777777778	0.4722222222	OBSERVED
okeey sheey	qoteedy	1	2	0.5	2	144	0.01388888889	0.4861111111	OBSERVED
okeey sheoy	keol	1	1	1	1	4	0.25	0.75	OBSERVED
okeey shey	lkaiin	1	1	1	1	265	0.003773584906	0.9962264151	OBSERVED
okeey shoaiin	ckhhey	1	1	1	1	4	0.25	0.75	OBSERVED
okeey shy	lar	1	1	1	1	88	0.01136363636	0.9886363636	OBSERVED
okeey sor	eeey	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
okeey tain	ar	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okeey teey	cheeey	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
okeey teodain	chekchy	1	1	1	1	1	1	0	OBSERVED
okeey ty	otar	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okeey ykal	ol	1	1	1	2	10	0.2	0.8	OBSERVED
okeeydy okeey	okchey	1	1	1	1	177	0.005649717514	0.9943502825	OBSERVED
okeeyteedy odaiin	aiir	1	1	1	2	62	0.03225806452	0.9677419355	OBSERVED
okegal oteody	shedy	1	1	1	1	37	0.02702702703	0.972972973	OBSERVED
okem okar	ar	1	1	1	12	132	0.09090909091	0.9090909091	OBSERVED
okeo cheey	otal	1	1	1	2	178	0.01123595506	0.9887640449	OBSERVED
okeo daiin	ockhy	1	2	0.5	1	719	0.001390820584	0.4986091794	OBSERVED
okeo daiin	okeey	1	2	0.5	4	719	0.005563282337	0.4944367177	OBSERVED
okeo dar	ar	1	2	0.5	10	277	0.03610108303	0.463898917	OBSERVED
okeo dar	oty	1	2	0.5	5	277	0.01805054152	0.4819494585	OBSERVED
okeo keds	oshey	1	1	1	1	1	1	0	OBSERVED
okeo keo	keody	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okeo kor	okeol	1	1	1	1	26	0.03846153846	0.9615384615	OBSERVED
okeo l	y	1	1	1	2	185	0.01081081081	0.9891891892	OBSERVED
okeo ldy	opashs	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeo lodaiin	or	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeo oiin	cheey	1	1	1	3	38	0.07894736842	0.9210526316	OBSERVED
okeo okar	oky	1	1	1	2	132	0.01515151515	0.9848484848	OBSERVED
okeo r	aiin	1	3	0.3333333333	25	161	0.1552795031	0.1780538302	OBSERVED
okeo r	alcheeg	1	3	0.3333333333	1	161	0.006211180124	0.3271221532	OBSERVED
okeo r	oiin	1	3	0.3333333333	1	161	0.006211180124	0.3271221532	OBSERVED
okeo sho	qotam	1	1	1	1	126	0.007936507937	0.9920634921	OBSERVED
okeockhey olkeey	qoedy	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
okeod y	dy	1	1	1	4	281	0.01423487544	0.9857651246	OBSERVED
okeod ykhey	dain	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeodain shet	sheota	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeodal oteoarar	cheteese	1	1	1	1	1	1	0	OBSERVED
okeodal shol	olaiin	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
okeodaly chol	chokeol	1	1	1	1	392	0.002551020408	0.9974489796	OBSERVED
okeodaly oteey	teeey	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
okeodar chy	oteody	1	2	0.5	1	154	0.006493506494	0.4935064935	OBSERVED
okeodar chy	s	1	2	0.5	7	154	0.04545454545	0.4545454545	OBSERVED
okeodar okeoky	oteody	1	1	1	1	1	1	0	OBSERVED
okeodly do	ls	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
okeodof sheod	ychoopy	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
okeodsho chotshol	dam	1	1	1	1	2	0.5	0.5	OBSERVED
okeody ch	eol	1	1	1	2	25	0.08	0.92	OBSERVED
okeody chealdy	shocthy	1	1	1	1	1	1	0	OBSERVED
okeody chedar	oked	1	1	1	1	34	0.02941176471	0.9705882353	OBSERVED
okeody chekeody	qokeey	1	1	1	1	1	1	0	OBSERVED
okeody cheockhy	olsheey	1	1	1	1	10	0.1	0.9	OBSERVED
okeody cheody	cheeody	1	1	1	1	78	0.01282051282	0.9871794872	OBSERVED
okeody cheos	chkorchy	1	1	1	1	35	0.02857142857	0.9714285714	OBSERVED
okeody chol	chokeody	1	2	0.5	1	392	0.002551020408	0.4974489796	OBSERVED
okeody chol	ol	1	2	0.5	9	392	0.02295918367	0.4770408163	OBSERVED
okeody deody	okody	1	1	1	1	1	1	0	OBSERVED
okeody lchdy	lkor	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
okeody okar	odsheedy	1	1	1	1	132	0.007575757576	0.9924242424	OBSERVED
okeody okeor	cho	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okeody okol	odaiin	1	1	1	2	68	0.02941176471	0.9705882353	OBSERVED
okeody oky	okaldy	1	1	1	1	74	0.01351351351	0.9864864865	OBSERVED
okeody otechdy	opcheof	1	1	1	1	4	0.25	0.75	OBSERVED
okeody qoekeey	sar	1	1	1	1	4	0.25	0.75	OBSERVED
okeody qok	iin	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
okeody qokaldy	ytarody	1	1	1	1	8	0.125	0.875	OBSERVED
okeody qokd	shckhy	1	1	1	1	1	1	0	OBSERVED
okeody qokedy	chody	1	1	1	1	266	0.003759398496	0.9962406015	OBSERVED
okeody qokeedy	rary	1	1	1	1	303	0.003300330033	0.99669967	OBSERVED
okeody qokeodol	shockhey	1	1	1	1	1	1	0	OBSERVED
okeody qokeol	sheoy	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
okeody qotair	ar	1	1	1	1	5	0.2	0.8	OBSERVED
okeody shey	qokey	1	1	1	8	265	0.03018867925	0.9698113208	OBSERVED
okeoeeey ol	yko	1	1	1	1	521	0.001919385797	0.9980806142	OBSERVED
okeoekol oteor	aiin	1	1	1	3	12	0.25	0.75	OBSERVED
okeokain sheekain	qokain	1	1	1	1	1	1	0	OBSERVED
okeokear cheotchar	sy	1	1	1	1	1	1	0	OBSERVED
okeoky oteody	oto	1	1	1	1	37	0.02702702703	0.972972973	OBSERVED
okeol chdy	okar	1	1	1	2	127	0.0157480315	0.9842519685	OBSERVED
okeol cheo	cheky	1	2	0.5	1	79	0.01265822785	0.4873417722	OBSERVED
okeol cheo	kol	1	2	0.5	1	79	0.01265822785	0.4873417722	OBSERVED
okeol cheody	qoekeey	1	2	0.5	1	78	0.01282051282	0.4871794872	OBSERVED
okeol cheody	qokeey	1	2	0.5	1	78	0.01282051282	0.4871794872	OBSERVED
okeol cheor	okeeo	1	1	1	1	88	0.01136363636	0.9886363636	OBSERVED
okeol ches	okeor	1	1	1	1	39	0.02564102564	0.9743589744	OBSERVED
okeol chol	okam	1	1	1	1	392	0.002551020408	0.9974489796	OBSERVED
okeol choly	yk	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
okeol chosaiin	sheam	1	1	1	1	2	0.5	0.5	OBSERVED
okeol ckhor	oraiin	1	1	1	1	8	0.125	0.875	OBSERVED
okeol ctheol	c	1	2	0.5	1	10	0.1	0.4	OBSERVED
okeol ctheol	qokey	1	2	0.5	1	10	0.1	0.4	OBSERVED
okeol cthodoaly	chor	1	1	1	1	1	1	0	OBSERVED
okeol cthol	otcheolom	1	1	1	1	50	0.02	0.98	OBSERVED
okeol daiin	ykeody	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
okeol dairin	okeey	1	1	1	1	1	1	0	OBSERVED
okeol doeoear	s	1	1	1	1	1	1	0	OBSERVED
okeol dor	chckhy	1	2	0.5	1	61	0.01639344262	0.4836065574	OBSERVED
okeol dor	chol	1	2	0.5	5	61	0.08196721311	0.4180327869	OBSERVED
okeol eees	o	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeol keol	dain	1	1	1	1	20	0.05	0.95	OBSERVED
okeol lchedy	qokal	1	1	1	1	99	0.0101010101	0.9898989899	OBSERVED
okeol lkeey	lchedy	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
okeol ockhey	chol	2	2	1	2	9	0.2222222222	0.7777777778	OBSERVED
okeol okal	oky	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
okeol okedy	qotal	1	1	1	2	110	0.01818181818	0.9818181818	OBSERVED
okeol okeedy	cheedar	1	1	1	1	99	0.0101010101	0.9898989899	OBSERVED
okeol okeey	dald	1	1	1	1	177	0.005649717514	0.9943502825	OBSERVED
okeol okeol	shokol	1	2	0.5	1	57	0.01754385965	0.4824561404	OBSERVED
okeol okeol	shy	1	2	0.5	1	57	0.01754385965	0.4824561404	OBSERVED
okeol okey	okeeol	1	1	1	2	60	0.03333333333	0.9666666667	OBSERVED
okeol ol	chedy	1	1	1	22	521	0.04222648752	0.9577735125	OBSERVED
okeol olckhhy	oteeykeey	1	1	1	1	1	1	0	OBSERVED
okeol oteol	s	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
okeol oty	oraiin	1	1	1	1	90	0.01111111111	0.9888888889	OBSERVED
okeol qokcheol	ykeor	1	1	1	1	1	1	0	OBSERVED
okeol qokeol	ctheol	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
okeol qokeor	al	1	1	1	1	19	0.05263157895	0.9473684211	OBSERVED
okeol qokol	qokaiin	1	1	1	2	98	0.02040816327	0.9795918367	OBSERVED
okeol s	aiin	1	2	0.5	60	311	0.192926045	0.307073955	OBSERVED
okeol s	keey	1	2	0.5	1	311	0.003215434084	0.4967845659	OBSERVED
okeol shedy	qokolchedy	1	1	1	2	412	0.004854368932	0.9951456311	OBSERVED
okeol sheodol	qokeechom	1	1	1	1	1	1	0	OBSERVED
okeol sheol	oteoefol	1	1	1	1	102	0.009803921569	0.9901960784	OBSERVED
okeol shey	qodar	1	1	1	1	265	0.003773584906	0.9962264151	OBSERVED
okeol shokol	ykey	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeol shoy	s	1	1	1	1	2	0.5	0.5	OBSERVED
okeol shy	y	1	1	1	2	88	0.02272727273	0.9772727273	OBSERVED
okeol ykedor	ar	1	1	1	1	1	1	0	OBSERVED
okeolaiin chalal	ykeeodarar	1	1	1	1	1	1	0	OBSERVED
okeolaiin oteey	okarar	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
okeolan chey	qol	1	1	1	7	333	0.02102102102	0.978978979	OBSERVED
okeoldy qokol	qokeolo	1	1	1	1	98	0.01020408163	0.9897959184	OBSERVED
okeolkey teedy	qotaiin	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
okeolol chees	o	1	1	1	1	37	0.02702702703	0.972972973	OBSERVED
okeolol sheeoeky	oekeeo	1	1	1	1	1	1	0	OBSERVED
okeolor cheol	otar	1	1	1	3	166	0.01807228916	0.9819277108	OBSERVED
okeolshy qotain	okedy	1	1	1	2	56	0.03571428571	0.9642857143	OBSERVED
okeoly daiin	ckhy	1	1	1	4	719	0.005563282337	0.9944367177	OBSERVED
okeoly oiin	aiioly	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
okeoly qokaly	qokair	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
okeom cheeor	qokeody	1	1	1	1	16	0.0625	0.9375	OBSERVED
okeom yteody	qokeeodal	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
okeor ar	o	1	1	1	2	379	0.005277044855	0.9947229551	OBSERVED
okeor chol	o	1	1	1	2	392	0.005102040816	0.9948979592	OBSERVED
okeor ockhy	qokal	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeor okaiin	shedy	1	1	1	6	198	0.0303030303	0.9696969697	OBSERVED
okeor okal	okaiin	1	1	1	2	137	0.01459854015	0.9854014599	OBSERVED
okeor okar	okol	1	1	1	2	132	0.01515151515	0.9848484848	OBSERVED
okeor okeeody	sho	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
okeor okeol	dy	1	1	1	1	57	0.01754385965	0.9824561404	OBSERVED
okeor otol	sheey	1	1	1	2	75	0.02666666667	0.9733333333	OBSERVED
okeor qockhey	pchodal	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okeor r	sheol	1	1	1	2	161	0.01242236025	0.9875776398	OBSERVED
okeor shar	okeom	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
okeor sheey	qokeol	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
okeor ykchol	okain	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okeor ytey	keor	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
okeorar sotey	dair	1	1	1	1	2	0.5	0.5	OBSERVED
okeorl al	keeos	1	1	1	1	233	0.004291845494	0.9957081545	OBSERVED
okeos aiin	aikhedy	1	2	0.5	1	469	0.002132196162	0.4978678038	OBSERVED
okeos aiin	olaiin	1	2	0.5	2	469	0.004264392324	0.4957356077	OBSERVED
okeos alaiin	okor	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okeos alyshy	okeey	1	1	1	1	1	1	0	OBSERVED
okeos ar	ald	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
okeos cheo	sal	1	1	1	1	79	0.01265822785	0.9873417722	OBSERVED
okeos dar	s	1	1	1	2	277	0.007220216606	0.9927797834	OBSERVED
okeos oty	dal	1	1	1	2	90	0.02222222222	0.9777777778	OBSERVED
okeos qokar	okees	1	1	1	1	155	0.006451612903	0.9935483871	OBSERVED
okeosar otaiin	chkeeal	1	1	1	1	142	0.007042253521	0.9929577465	OBSERVED
okeoschso chol	ytod	1	1	1	1	392	0.002551020408	0.9974489796	OBSERVED
okeoteey qokey	qokey	1	1	1	1	101	0.009900990099	0.9900990099	OBSERVED
okeoy chockh	daiin	1	1	1	1	1	1	0	OBSERVED
okeoy qoeey	cheor	1	1	1	1	16	0.0625	0.9375	OBSERVED
okes ar	ykeed	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
okes okeys	ey	1	1	1	1	1	1	0	OBSERVED
okesees ar	chkeeol	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
okeshedy shokey	qokaiin	1	1	1	1	4	0.25	0.75	OBSERVED
okeshey olkedy	olkedy	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
okeshos olchedy	qokaiin	1	1	1	2	30	0.06666666667	0.9333333333	OBSERVED
okeshy qoteedy	okeedy	1	1	1	1	73	0.01369863014	0.9863013699	OBSERVED
okeshy shody	peshy	1	1	1	1	43	0.02325581395	0.976744186	OBSERVED
okesoe ar	am	1	1	1	7	379	0.01846965699	0.981530343	OBSERVED
okesy qokeeo	sar	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okey chdar	ol	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
okey chedy	okey	1	2	0.5	1	472	0.002118644068	0.4978813559	OBSERVED
okey chedy	qoteedy	1	2	0.5	5	472	0.01059322034	0.4894067797	OBSERVED
okey chetain	sheeky	1	1	1	1	4	0.25	0.75	OBSERVED
okey cheykedy	qoeedy	1	1	1	1	1	1	0	OBSERVED
okey chody	okeos	1	1	1	1	82	0.01219512195	0.987804878	OBSERVED
okey chol	dy	1	1	1	8	392	0.02040816327	0.9795918367	OBSERVED
okey chos	sho	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
okey cthy	yteeor	1	1	1	1	77	0.01298701299	0.987012987	OBSERVED
okey d	leed	1	1	1	1	52	0.01923076923	0.9807692308	OBSERVED
okey da	l	1	1	1	1	10	0.1	0.9	OBSERVED
okey daiin	otal	1	1	1	5	719	0.006954102921	0.9930458971	OBSERVED
okey dar	aiin	1	1	1	7	277	0.02527075812	0.9747292419	OBSERVED
okey defo	f	1	1	1	1	1	1	0	OBSERVED
okey dy	okecholy	1	2	0.5	1	182	0.005494505495	0.4945054945	OBSERVED
okey dy	okedy	1	2	0.5	2	182	0.01098901099	0.489010989	OBSERVED
okey kedy	chey	1	1	1	1	44	0.02272727273	0.9772727273	OBSERVED
okey keey	daiin	1	1	1	3	53	0.05660377358	0.9433962264	OBSERVED
okey keo	dy	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okey lcharar	shol	1	1	1	1	1	1	0	OBSERVED
okey lchedy	qokdy	1	1	1	1	99	0.0101010101	0.9898989899	OBSERVED
okey lkain	shey	1	1	1	2	31	0.06451612903	0.935483871	OBSERVED
okey lokeey	qokedy	1	1	1	1	2	0.5	0.5	OBSERVED
okey oiees	or	1	1	1	1	1	1	0	OBSERVED
okey okaiin	cheody	1	1	1	3	198	0.01515151515	0.9848484848	OBSERVED
okey okal	otaly	1	2	0.5	1	137	0.007299270073	0.4927007299	OBSERVED
okey okal	shedy	1	2	0.5	2	137	0.01459854015	0.4854014599	OBSERVED
okey okeeol	cheo	1	2	0.5	1	15	0.06666666667	0.4333333333	OBSERVED
okey okeeol	qoor	1	2	0.5	1	15	0.06666666667	0.4333333333	OBSERVED
okey okeey	keey	1	2	0.5	2	177	0.01129943503	0.488700565	OBSERVED
okey okeey	qokeor	1	2	0.5	1	177	0.005649717514	0.4943502825	OBSERVED
okey okeshy	olchy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okey okey	okeey	1	2	0.5	2	60	0.03333333333	0.4666666667	OBSERVED
okey okey	shey	1	2	0.5	2	60	0.03333333333	0.4666666667	OBSERVED
okey okoaiin	okol	1	1	1	1	2	0.5	0.5	OBSERVED
okey ol	cheey	1	1	1	11	521	0.02111324376	0.9788867562	OBSERVED
okey olchey	lchey	1	1	1	2	23	0.08695652174	0.9130434783	OBSERVED
okey oteos	okolshy	1	1	1	1	25	0.04	0.96	OBSERVED
okey otodal	cheokeeo	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okey qo	ain	1	1	1	1	53	0.01886792453	0.9811320755	OBSERVED
okey qokaiin	sho	1	1	1	2	253	0.00790513834	0.9920948617	OBSERVED
okey qokain	chcthy	1	1	1	4	269	0.01486988848	0.9851301115	OBSERVED
okey qokalchal	daly	1	1	1	1	1	1	0	OBSERVED
okey qokeeo	ckhey	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okey qokeody	oleeol	1	1	1	1	32	0.03125	0.96875	OBSERVED
okey qokeol	kar	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
okey qokey	tedy	1	1	1	1	101	0.009900990099	0.9900990099	OBSERVED
okey qolshy	olchey	1	1	1	1	2	0.5	0.5	OBSERVED
okey qotaily	daiin	1	1	1	1	1	1	0	OBSERVED
okey rain	okechy	1	1	1	1	17	0.05882352941	0.9411764706	OBSERVED
okey s	air	1	1	1	9	311	0.02893890675	0.9710610932	OBSERVED
okey shedy	qokealdy	1	1	1	1	412	0.002427184466	0.9975728155	OBSERVED
okey shey	lkain	1	2	0.5	1	265	0.003773584906	0.4962264151	OBSERVED
okey shey	okey	1	2	0.5	1	265	0.003773584906	0.4962264151	OBSERVED
okey tody	daiin	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okey ykeeol	ckhdy	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okeys ey	okchol	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeyshcphhy oteey	ookar	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
okeyteey cthody	chesokcho	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
okiin al	keechy	1	1	1	1	233	0.004291845494	0.9957081545	OBSERVED
okiin ol	kain	1	1	1	5	521	0.009596928983	0.990403071	OBSERVED
okil cheol	kair	1	1	1	1	166	0.006024096386	0.9939759036	OBSERVED
oko lkedal	ram	1	1	1	1	2	0.5	0.5	OBSERVED
oko qokol	chodal	1	1	1	1	98	0.01020408163	0.9897959184	OBSERVED
oko ykeey	qokeey	1	1	1	1	55	0.01818181818	0.9818181818	OBSERVED
okoaiin dal	chdy	1	1	1	3	193	0.01554404145	0.9844559585	OBSERVED
okoaiin okol	o	1	1	1	1	68	0.01470588235	0.9852941176	OBSERVED
okochey qody	oeesysarx	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
okochey sho	okalshey	1	1	1	1	126	0.007936507937	0.9920634921	OBSERVED
okod chodar	y	1	1	1	1	10	0.1	0.9	OBSERVED
