operation	from_symbol	to_symbol	position_zero_based	support_edges	examples	interpretation_limit
SUBSTITUTION	c	e	3	4	chocty→choety|otecos→oteeos|qokcy→qokey|sheckeey→sheekeey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	i	1	4	acthy→aithy|oc→oi|ockhy→oikhy|octhy→oithy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	i	4	4	cheockhy→cheoikhy|cphocthy→cphoithy|qotecir→qoteiir|sheockhy→sheoikhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	h	1	4	hdy→hhy|pdol→phol|sdal→shal|ydal→yhal	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	t	6	4	daiinody→daiinoty|olcheedy→olcheety|otechedy→otechety|qopchedy→qopchety	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	v	0	4	d→v|do→vo|dor→vor|ds→vs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	x	2	4	chdar→chxar|hod→hox|shd→shx|shdam→shxam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	f	4	4	cheeey→cheefy|choeey→choefy|sheeey→sheefy|shoeey→shoefy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	g	3	4	chee→cheg|kche→kchg|okeeal→okegal|qoke→qokg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	s	6	4	qokeshe→qokeshs|qopcheey→qopchesy|shockhey→shockhsy|shokeeey→shokeesy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	v	0	4	e→v|eo→vo|eor→vor|es→vs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	h	0	4	f→h|far→har|fc→hc|fol→hol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	x	0	4	f→x|far→xar|fol→xol|for→xor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	y	1	4	of→oy|ofchey→oychey|sf→sy|yf→yy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	y	3	4	chef→chey|chof→choy|salf→saly|shef→shey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	m	1	4	ag→am|dg→dm|lg→lm|og→om	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	s	1	4	ag→as|dg→ds|lg→ls|og→os	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	s	2	4	aig→ais|alg→als|dag→das|kag→kas	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	s	5	4	cheeog→cheeos|dsheog→dsheos|qokeog→qokeos|ypcheg→ypches	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	y	1	4	ag→ay|dg→dy|lg→ly|og→oy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	k	3	4	chchy→chcky|chshy→chsky|olohy→oloky|qochy→qocky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	o	4	4	chckhhy→chckohy|chekhy→chekoy|okchhy→okchoy|otechs→otecos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	y	4	4	chckh→chcky|chcth→chcty|ockhh→ockhy|qokch→qokcy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	k	0	4	i→k|ihar→khar|iiin→kiin|ios→kos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	m	1	4	ai→am|aig→amg|aiy→amy|oi→om	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	m	2	4	dai→dam|kai→kam|sai→sam|taidy→tamdy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	o	1	4	diiin→doiin|oir→oor|siin→soin|tiiin→toiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	o	3	4	cheitaiin→cheotaiin|chsi→chso|ocki→ocko|qotir→qotor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	o	4	4	daiiidy→daiiody|okaii→okaio|olkai→olkao|sheeil→sheeol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	q	0	4	i→q|ikhey→qkhey|iokeeor→qokeeor|ios→qos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	s	0	4	i→s|ihar→shar|iiin→siin|ios→sos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	s	1	4	ai→as|aiiin→asiin|aiy→asy|oi→os	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	s	2	4	chio→chso|dai→das|kai→kas|sai→sas	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	y	2	4	cti→cty|dai→day|qoikeey→qoykeey|sai→say	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	m	1	4	akchy→amchy|aky→amy|ok→om|oky→omy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	o	4	4	cheeky→cheeoy|sheek→sheeo|sheeky→sheeoy|ychekchy→ycheochy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	p	5	4	cheockhey→cheocphey|cheockhy→cheocphy|sheockhy→sheocphy|ychockhy→ychocphy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	q	1	4	okaiin→oqaiin|oko→oqo|okockhy→oqockhy|ykos→yqos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	x	1	4	dkar→dxar|lkor→lxor|ok→ox|okar→oxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	y	2	4	chk→chy|olk→oly|qek→qey|qok→qoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	y	4	4	cheok→cheoy|otork→otory|sheek→sheey|ychok→ychoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	p	4	4	cheol→cheop|cheolor→cheopor|cheoly→cheopy|qokoly→qokopy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	v	0	4	l→v|lo→vo|lor→vor|ls→vs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	y	1	4	am→ay|dm→dy|lm→ly|om→oy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	o	4	4	daiin→daiio|daiindy→daiiody|dairn→dairo|okain→okaio	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	r	1	4	an→ar|anl→arl|on→or|onaiin→oraiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	r	8	4	cheodaiin→cheodaiir|otchedain→otchedair|pcheodain→pcheodair|qokeedain→qokeedair	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	y	4	4	daiin→daiiy|dairn→dairy|qokan→qokay|qotan→qotay	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	t	4	4	cheeo→cheet|cheeoy→cheety|sheeo→sheet|sheeoy→sheety	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	x	0	4	o→x|oar→xar|odar→xdar|oor→xor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	y	3	4	chep→chey|chop→choy|qolp→qoly|shep→shey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	s	7	4	cheokeor→cheokeos|chpcheor→chpcheos|qockheor→qockheos|qokeeeor→qokeeeos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	x	1	4	aror→axor|lror→lxor|or→ox|orar→oxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	t	y	3	4	chet→chey|chot→choy|shet→shey|shot→shoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	t	y	4	4	cheet→cheey|cheot→cheoy|sheet→sheey|sheot→sheoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	v	y	0	4	v→y|vo→yo|vor→yor|vs→ys	observed edit-distance-1 relation; not a morphological claim
DELETION	f		6	3	opcheof→opcheo|shckhey→shckhefy|shekeey→shekeefy	observed edit-distance-1 relation; not a morphological claim
DELETION	h		6	3	cheockhey→cheockey|pchocty→pchocthy|sheocty→sheocthy	observed edit-distance-1 relation; not a morphological claim
DELETION	v		0	3	vo→o|vor→or|vs→s	observed edit-distance-1 relation; not a morphological claim
DELETION	y		8	3	checkhedy→checkhed|chepchedy→chepched|chockhedy→chockhed	observed edit-distance-1 relation; not a morphological claim
INSERTION		f	6	3	opcheo→opcheof|shckhefy→shckhey|shekeefy→shekeey	observed edit-distance-1 relation; not a morphological claim
INSERTION		h	6	3	cheockey→cheockhey|pchocthy→pchocty|sheocthy→sheocty	observed edit-distance-1 relation; not a morphological claim
INSERTION		v	0	3	o→vo|or→vor|s→vs	observed edit-distance-1 relation; not a morphological claim
INSERTION		y	8	3	checkhed→checkhedy|chepched→chepchedy|chockhed→chockhedy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	0	3	1	3	201→231|203→233|204→234	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	g	0	3	a→g|aiin→giin|am→gm	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	g	4	3	lchea→lcheg|okeea→okeeg|otyda→otydg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	p	1	3	day→dpy|oaorar→oporar|sachy→spchy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	p	2	3	cha→chp|chady→chpdy|qoas→qops	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	r	3	3	chea→cher|oroa→oror|shea→sher	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	t	1	3	oaiir→otiir|oal→otl|oaorar→otorar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	t	3	3	chea→chet|shea→shet|sheas→shets	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	d	4	3	cheeb→cheed|oeeeb→oeeed|ykeeb→ykeed	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	o	4	3	cheeb→cheeo|oeeeb→oeeeo|ykeeb→ykeeo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	d	1	3	dc→dd|oc→od|yc→yd	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	d	3	3	karc→kard|otecos→otedos|qokcy→qokdy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	h	2	3	chcty→chhty|ctchy→cthhy|ykchy→ykhhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	l	2	3	olc→oll|qocky→qolky|soc→sol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	p	1	3	oc→op|ocheey→opheey|ychody→yphody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	t	1	3	echedy→ethedy|oc→ot|yc→yt	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	v	0	3	c→v|co→vo|cs→vs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	x	1	3	dcar→dxar|hc→hx|oc→ox	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	y	3	3	checkedy→cheykedy|karc→kary|ykec→ykey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	g	1	3	dd→dg|ld→lg|od→og	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	i	3	3	chsd→chsi|daid→daii|daidy→daiiy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	k	6	3	choteody→choteoky|opcheedy→opcheeky|qokeeody→qokeeoky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	n	4	3	chead→chean|daiidy→daiiny|saiidy→saiiny	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	p	5	3	chealdy→chealpy|okchod→okchop|opchedy→opchepy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	x	1	3	ador→axor|od→ox|odar→oxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	i	3	3	cthear→cthiar|lcheody→lchiody|odaeiin→odaiiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	k	5	3	alcheey→alcheky|dcheeey→dcheeky|olcheey→olcheky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	r	4	3	okche→okchr|qokee→qoker|sheoe→sheor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	x	2	3	chear→chxar|she→shx|sheam→shxam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	y	6	3	chotshe→chotshy|qokeshe→qokeshy|qoteode→qoteody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	h	1	3	cfair→chair|sf→sh|sfal→shal	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	l	4	3	oteofy→oteoly|pchof→pchol|sheefy→sheely	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	o	4	3	cheef→cheeo|cheefy→cheeoy|sheefy→sheeoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	i	3	3	daig→daii|okag→okai|otag→otai	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	m	5	3	chokag→chokam|chotag→chotam|qokeog→qokeom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	n	2	3	aig→ain|dag→dan|kag→kan	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	o	0	3	g→o|giin→oiin|gm→om	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	o	1	3	dg→do|dgr→dor|lg→lo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	o	2	3	alg→alo|arg→aro|org→oro	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	p	3	3	chag→chap|cheg→chep|chog→chop	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	t	3	3	cheg→chet|chog→chot|daig→dait	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	o	3	3	ckhhy→ckhoy|keshar→kesoar|qokhy→qokoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	o	5	3	chcthh→chctho|chocthy→choctoy|qockhhdy→qockhody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	s	2	3	chho→chso|cthees→ctsees|ykhhy→ykshy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	x	0	3	h→x|har→xar|hol→xol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	l	5	3	chodair→chodalr|chotais→chotals|chykaidy→chykaldy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	n	1	3	ai→an|ail→anl|oi→on	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	n	2	3	dai→dan|kai→kan|sai→san	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	y	1	3	ai→ay|oi→oy|oir→oyr	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	y	4	3	chcti→chcty|qotai→qotay|sheeil→sheeyl	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	m	4	3	cheok→cheom|qotokody→qotomody|ychok→ychom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	s	5	3	cheolk→cheols|olcheky→olchesy|oteeoky→oteeosy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	v	0	3	k→v|ko→vo|kor→vor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	n	1	3	al→an|ol→on|olaiin→onaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	q	1	3	olaiin→oqaiin|old→oqd|olo→oqo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	r	8	3	otcheodal→otcheodar|qokalchal→qokalchar|qokeeodal→qokeeodar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	s	7	3	cheokeol→cheokeos|qockheol→qockheos|qopcheol→qopcheos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	x	2	3	chlar→chxar|hol→hox|shl→shx	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	n	6	3	chckham→chckhan|chekaim→chekain|shodaim→shodain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	o	2	3	kom→koo|llm→llo|rom→roo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	o	3	3	keem→keeo|okem→okeo|shom→shoo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	p	3	3	aiim→aiip|cham→chap|chom→chop	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	t	3	3	chom→chot|daim→dait|shom→shot	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	p	3	3	aiin→aiip|chan→chap|chon→chop	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	s	1	3	an→as|on→os|onaiin→osaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	t	3	3	chon→chot|dain→dait|shon→shot	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	y	3	3	chon→choy|shon→shoy|yken→ykey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	r	1	3	do→dr|lo→lr|loaiin→lraiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	r	5	3	chedyo→chedyr|lchedo→lchedr|otcheo→otcher	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	v	0	3	o→v|oor→vor|os→vs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	x	2	3	choar→chxar|hoo→hox|sho→shx	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	r	4	3	cheop→cheor|cheopaiin→cheoraiin|cheopy→cheory	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	y	2	3	chp→chy|chpdy→chydy|qop→qoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	y	4	3	cheop→cheoy|cholp→choly|sheep→sheey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	q	t	1	3	oqaiin→otaiin|oqo→oto|yqos→ytos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	q	v	0	3	q→v|qo→vo|qor→vor	observed edit-distance-1 relation; not a morphological claim
