physical_line	token_count	glyph_count	first_token	last_token	first_glyph	last_glyph	repeated_token_occurrences	repeated_family_occurrences	token_length_progression	token_family_progression	folio_locus_type_section
4411	8	46	otodchy	olkeedy	o	y	0	7	7|6|6|5|6|5|4|7	1|1|1|1|1|1|1|1	f104r|f104r.11|P|S
4412	11	56	tshdol	qotam	t	m	0	10	6|8|7|7|2|3|2|5|5|6|5	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.12|P|S
4413	10	55	olcheol	chdy	o	y	0	9	7|6|6|5|5|4|6|7|5|4	1|1|1|1|1|1|1|1|1|1	f104r|f104r.13|P|S
4414	10	56	daiin	oeeal	d	l	0	9	5|7|7|5|7|5|9|4|2|5	1|1|1|1|1|1|1|1|1|1	f104r|f104r.14|P|S
4415	8	49	sor	cheodaiin	s	n	0	6	3|8|5|4|11|4|5|9	1|1|1|1|752|1|1|1	f104r|f104r.15|P|S
4416	10	60	ocheoithey	shody	o	y	0	8	10|9|8|7|6|4|2|3|6|5	486|1|1|1|1|1|1|1|1|1	f104r|f104r.16|P|S
4417	10	60	ykeeshedy	ody	y	y	0	9	9|8|5|5|5|6|7|8|4|3	1|1|1|1|1|1|1|1|1|1	f104r|f104r.17|P|S
4418	6	42	dcheeokeody	otalkshedy	d	y	0	4	11|6|5|2|8|10	316|1|1|1|1|1	f104r|f104r.18|P|S
4419	12	61	toaiin	lshd	t	d	0	11	6|5|4|3|5|8|8|4|5|4|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.19|P|S
4420	12	59	dsheoy	alam	d	m	1	10	6|7|7|7|4|3|6|8|2|3|2|4	1|1|1|1|1|1|1|135|1|1|1|1	f104r|f104r.20|P|S
4421	5	35	dsheedy	charaiin	d	n	0	4	7|7|5|8|8	1|1|1|1|1	f104r|f104r.21|P|S
4422	12	62	tshedar	dam	t	m	0	11	7|5|2|4|6|6|6|6|5|7|5|3	1|1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.22|P|S
4423	13	64	ol	alol	o	l	2	12	2|9|4|6|7|5|4|6|6|4|4|3|4	1|1|1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.23|P|S
4424	10	58	daiin	qokam	d	m	0	9	5|4|5|7|7|9|6|4|6|5	1|1|1|1|1|1|1|1|1|1	f104r|f104r.24|P|S
4425	11	53	sar	airam	s	m	0	10	3|5|7|7|6|7|1|5|5|2|5	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.25|P|S
4426	4	18	shar	sheody	s	y	0	3	4|5|3|6	1|1|1|1	f104r|f104r.26|P|S
4427	11	62	pchedar	qoparaiin	p	n	0	10	7|7|7|2|3|6|7|5|2|7|9	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.27|P|S
4428	15	58	olcheear	atam	o	m	3	14	8|6|2|4|5|8|2|4|5|1|1|2|2|4|4	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.28|P|S
4429	8	47	ysheodaiin	arodly	y	y	0	7	10|5|6|7|2|3|8|6	1|1|1|1|1|1|1|1	f104r|f104r.29|P|S
4430	11	63	okeeo	qopaiin	o	n	0	10	5|1|4|4|9|6|7|6|7|7|7	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.30|P|S
4431	11	66	qokeeo	cholcham	q	m	0	9	6|4|4|3|8|7|5|8|7|6|8	1|1|1|1|1|1|1|1|1|1|11	f104r|f104r.31|P|S
4432	11	66	ysheeody	alchd	y	d	0	9	8|5|6|8|5|5|5|6|8|5|5	1|1|1|717|1|1|1|1|1|1|1	f104r|f104r.32|P|S
4433	10	60	okchechy	raly	o	y	0	8	8|9|7|5|4|7|6|6|4|4	6|1|1|1|1|1|1|1|1|1	f104r|f104r.33|P|S
4434	11	66	pchol	cholxy	p	y	1	10	5|7|9|5|5|7|6|6|5|5|6	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.34|P|S
4435	8	45	yshoiin	olaly	y	y	0	7	7|7|8|5|4|4|5|5	1|1|1|1|1|1|1|1	f104r|f104r.35|P|S
4436	10	59	psheody	opam	p	m	0	8	7|5|6|6|8|7|5|4|7|4	1|1|1|1|914|1|1|1|1|1	f104r|f104r.36|P|S
4437	10	55	okaiin	qotir	o	r	1	9	6|7|6|4|6|4|6|7|4|5	1|1|1|1|1|1|1|1|1|1	f104r|f104r.37|P|S
4438	5	34	okaiin	qotchdy	o	y	0	4	6|7|7|7|7	1|1|1|1|1	f104r|f104r.38|P|S
4439	11	59	pcholor	ofaiino	p	o	1	10	7|2|4|7|5|4|4|4|9|6|7	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.39|P|S
4440	11	58	olkeeos	qotaiiin	o	n	0	10	7|7|4|5|6|2|2|5|6|6|8	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.40|P|S
4441	10	53	qoteey	dar	q	r	0	9	6|6|5|4|4|6|6|6|7|3	1|1|1|1|1|1|1|1|1|1	f104r|f104r.41|P|S
4442	3	14	y	cholkar	y	r	0	2	1|6|7	1|1|1	f104r|f104r.42|P|S
4443	11	60	tsheodl	dal	t	l	0	10	7|7|8|6|6|7|5|6|4|1|3	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.43|P|S
4444	10	59	okcheochy	okam	o	m	0	8	9|5|9|6|2|5|6|7|6|4	6|1|1|1|1|1|1|1|1|1	f104r|f104r.44|P|S
4445	11	49	daiin	otaiin	d	n	1	10	5|7|1|1|4|5|2|5|7|6|6	1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.45|P|S
4446	12	67	pchdoiin	dam	p	m	0	11	8|8|4|8|7|2|3|4|3|9|8|3	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.1|P|S
4447	10	62	ychedaiin	oram	y	m	0	9	9|6|7|6|6|7|6|6|5|4	1|1|1|1|1|1|1|1|1|1	f104v|f104v.2|P|S
4448	12	62	shod	dl	s	l	0	11	4|5|7|6|5|6|4|7|6|8|2|2	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.3|P|S
4449	11	62	qoteedy	qokeedy	q	y	0	10	7|8|6|5|7|4|4|3|5|6|7	1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.4|P|S
4450	6	32	dcheol	chedal	d	l	0	5	6|6|8|1|5|6	1|1|1|1|1|1	f104v|f104v.5|P|S
4451	13	66	solchd	qotady	s	y	0	12	6|4|5|6|4|1|5|5|6|6|5|7|6	1|1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.6|P|S
4452	13	58	o	cheodalol	o	l	2	11	1|5|6|5|5|4|3|1|5|6|5|3|9	1|1|1|1|1|1|1|1|1|1|1|1|150	f104v|f104v.7|P|S
4453	12	65	tchodls	lo	t	o	0	10	7|7|7|2|3|6|7|8|5|5|6|2	1064|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.8|P|S
4454	12	63	ycheo	dal	y	l	0	11	5|6|6|7|7|5|2|8|5|5|4|3	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.9|P|S
4455	11	63	shol	lchey	s	y	0	10	4|6|7|7|6|6|7|5|5|5|5	1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.10|P|S
4456	9	54	ycheedy	daiin	y	n	1	8	7|7|8|6|6|5|5|5|5	1|1|1|1|1|1|1|1|1	f104v|f104v.11|P|S
4457	13	68	polchechy	chedam	p	m	0	11	9|5|7|6|6|6|4|4|1|5|3|6|6	808|1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.12|P|S
4458	11	69	ycheol	cheitaiin	y	n	0	10	6|6|8|6|7|6|4|6|7|4|9	1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.13|P|S
4459	7	40	ytohedy	daindl	y	l	0	5	7|6|11|1|4|5|6	1|1|461|1|1|1|1	f104v|f104v.14|P|S
4460	11	68	tolkshey	ram	t	m	1	10	8|7|8|6|7|7|5|5|5|7|3	1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.15|P|S
4461	12	68	dcheedy	dadam	d	m	0	11	7|8|5|2|4|7|6|4|8|6|6|5	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.16|P|S
4462	12	65	ycheechy	cheol	y	l	0	11	8|5|5|3|8|8|7|5|6|2|3|5	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.17|P|S
4463	7	47	dcheeoy	sarain	d	n	0	5	7|8|7|4|6|9|6	1|1|1|1|1|6|1	f104v|f104v.18|P|S
4464	13	73	pcheor	chekal	p	l	0	10	6|4|8|10|5|6|6|7|3|5|3|4|6	1|1|5|216|1|1|1|1|1|1|1|1|1	f104v|f104v.19|P|S
4465	12	67	or	otam	o	m	0	11	2|5|7|6|6|9|8|5|4|6|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.20|P|S
4466	6	39	yshor	chodain	y	n	0	5	5|6|7|8|6|7	1|1|1|1|1|1	f104v|f104v.21|P|S
4467	12	64	ytchedy	tal	y	l	1	11	7|8|6|8|6|2|4|5|5|6|4|3	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.22|P|S
4468	12	65	tchey	l	t	l	0	10	5|7|6|6|7|8|7|6|4|5|3|1	1|1|1|1|1|1|1|1|1|1|2|1	f104v|f104v.23|P|S
4469	11	63	ykaiin	ary	y	y	0	10	6|5|6|6|4|7|9|8|4|5|3	1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.24|P|S
4470	12	61	dsheey	chedy	d	y	0	11	6|7|6|9|2|6|5|5|4|2|4|5	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.25|P|S
4471	5	30	ysheor	chochs	y	s	0	4	6|5|7|6|6	1|1|1|1|1	f104v|f104v.26|P|S
4472	13	59	pchoror	al	p	l	3	12	7|4|5|5|5|8|5|3|1|4|6|4|2	1|1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.27|P|S
4473	9	54	olsho	cheody	o	y	0	8	5|5|7|8|6|5|5|7|6	1|1|1|1|1|1|1|1|1	f104v|f104v.28|P|S
4474	13	64	kche	chaim	k	m	1	12	4|8|6|9|3|5|7|5|1|5|1|5|5	1|1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.29|P|S
4475	13	63	ycheol	adam	y	m	1	12	6|5|6|6|6|5|2|7|7|5|2|2|4	1|1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.30|P|S
4476	9	47	y	lkeedy	y	y	0	8	1|9|5|4|6|6|5|5|6	1|1|1|1|1|1|1|1|1	f104v|f104v.31|P|S
4477	14	71	pchedy	am	p	m	1	12	6|6|9|2|3|6|6|7|7|7|5|2|3|2	1|1|1|1|1|1|63|1|1|1|1|1|1|1	f104v|f104v.32|P|S
4478	15	63	yteeey	ary	y	y	1	14	6|6|5|5|7|5|2|2|2|4|7|4|2|3|3	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.33|P|S
4479	8	44	ycheo	olcho	y	o	0	7	5|5|6|6|7|5|5|5	1|1|1|1|1|1|1|1	f104v|f104v.34|P|S
4480	10	65	psheodar	am	p	m	0	8	8|6|9|6|7|8|6|6|7|2	1|1|1|1|1|31|1|1|1|1	f104v|f104v.35|P|S
4481	6	36	sar	qokcheodaiin	s	n	0	4	3|4|5|6|6|12	1|1|1|1|1|865	f104v|f104v.36|P|S
4482	13	66	posairy	arodam	p	m	0	10	7|6|5|10|5|3|3|3|4|8|3|3|6	8|1|1|992|1|1|1|1|1|1|1|1|1	f104v|f104v.37|P|S
4483	13	60	okechey	okam	o	m	2	12	7|5|5|6|6|4|2|4|4|2|4|7|4	1|1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.38|P|S
4484	18	61	yshey	alod	y	d	3	16	5|3|2|1|4|4|5|5|4|5|3|2|5|2|1|3|3|4	1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1	f104v|f104v.39|P|S
4485	7	40	qokeeey	qoky	q	y	0	6	7|7|6|4|5|7|4	1|1|1|1|1|1|1	f104v|f104v.40|P|S
4486	11	60	tchedy	qotain	t	n	0	10	6|7|7|1|5|4|5|6|7|6|6	1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.41|P|S
4487	11	61	oteedchey	chedy	o	y	0	10	9|6|5|6|6|5|5|3|5|6|5	1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.42|P|S
4488	12	59	chey	orom	c	m	0	11	4|5|8|5|1|6|6|6|3|6|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f104v|f104v.43|P|S
4489	8	38	daiin	okeey	d	y	1	7	5|1|5|4|6|7|5|5	1|1|1|1|1|1|1|1	f104v|f104v.44|P|S
4490	12	63	199	arody	1	y	2	9	3|4|3|6|6|7|8|7|4|6|4|5	2|1|1|1|1|1|1|942|1|1|1|1	f105r|f105r.1|P|S
4491	13	60	dshees	qody	d	y	1	12	6|3|5|5|6|5|4|2|5|5|4|6|4	1|1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.2|P|S
4492	12	61	olshey	rol	o	l	0	10	6|5|5|7|5|2|5|5|5|7|6|3	1|849|1|1|1|1|1|1|1|1|1|1	f105r|f105r.3|P|S
4493	11	62	ykaiin	qotam	y	m	0	10	6|7|6|4|9|5|6|7|2|5|5	1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.4|P|S
4494	9	47	daiin	otey	d	y	0	7	5|6|8|2|5|2|9|6|4	1|1|1|1|1|1|69|1|1	f105r|f105r.5|P|S
4495	10	58	par	olpshedy	p	y	0	8	3|5|8|8|4|7|4|6|5|8	1|1|963|1|1|1|1|1|1|1	f105r|f105r.6|P|S
4496	10	57	ysheeody	aiirody	y	y	0	9	8|6|2|5|4|8|6|6|5|7	1|1|1|1|1|1|1|1|1|1	f105r|f105r.7|P|S
4497	11	57	sheey	oesal	s	l	0	10	5|6|2|3|7|4|7|6|6|6|5	1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.8|P|S
4498	4	26	oeeolchy	okchey	o	y	0	2	8|7|5|6	507|1|1|1	f105r|f105r.9|P|S
4499	4	19	sairy	ytam	s	m	0	3	5|3|7|4	1|1|1|1	f105r|f105r.10|P|S
4500	12	64	pdar	dyaiin	p	n	0	10	4|1|5|7|5|2|10|5|4|7|8|6	1|1|1|1|1|1|1057|1|1|1|1|1	f105r|f105r.11|P|S
4501	12	61	yaiir	ry	y	y	0	11	5|5|2|7|6|6|7|7|4|5|5|2	1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.12|P|S
4502	10	49	dyteey	ot	d	t	1	9	6|5|5|5|3|5|5|7|6|2	1|1|1|1|1|1|1|1|1|1	f105r|f105r.13|P|S
4503	12	66	kesoar	lkeey	k	y	0	11	6|7|6|4|3|6|7|6|4|8|4|5	1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.14|P|S
4504	12	59	lksheey	aral	l	l	0	11	7|2|1|4|6|8|6|6|6|4|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.15|P|S
4505	7	35	yteody	oral	y	l	0	6	6|7|4|4|4|6|4	1|1|1|1|1|1|1	f105r|f105r.16|P|S
4506	13	64	lteedy	ky	l	y	0	11	6|7|8|6|4|3|6|8|5|5|1|3|2	1|1|1|1|1|1|1|1|1|1|1|2|1	f105r|f105r.17|P|S
4507	12	62	sheoy	chdy	s	y	0	11	5|6|5|2|5|6|7|5|6|6|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.18|P|S
4508	11	63	dsechey	al	d	l	0	8	7|5|7|5|5|5|7|10|6|4|2	351|1|1|1|1|1|1|567|1|1|1	f105r|f105r.19|P|S
4509	14	60	s	dam	s	m	1	13	1|4|4|4|5|5|7|7|4|2|6|2|6|3	1|1|1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.20|P|S
4510	11	60	ycheo	chekaim	y	m	0	10	5|5|5|6|7|5|4|5|5|6|7	1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.21|P|S
4511	12	58	olkchokeedy	ols	o	s	0	10	11|5|6|5|6|4|4|1|4|7|2|3	613|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.22|P|S
4512	4	29	dchees	chefchedy	d	y	0	2	6|6|8|9	1|1|54|1	f105r|f105r.23|P|S
4513	13	63	pcheor	dam	p	m	0	11	6|3|6|6|5|2|5|9|4|6|3|5|3	1|1|1|1|1|1|1|234|1|1|1|1|1	f105r|f105r.24|P|S
4514	6	40	deeedy	airols	d	s	0	4	6|9|5|7|7|6	1|1|1|324|1|1	f105r|f105r.25|P|S
4515	12	65	pdal	qokedy	p	y	1	11	4|5|7|5|5|5|7|5|3|6|7|6	1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.26|P|S
4516	7	25	dair	cphedy	d	y	0	6	4|3|2|1|3|6|6	1|1|1|1|1|1|1	f105r|f105r.27|P|S
4517	11	65	pchsed	kechedy	p	y	0	10	6|6|6|7|5|7|6|6|4|5|7	1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.28|P|S
4518	12	62	oees	ytam	o	m	0	11	4|7|6|1|4|4|5|6|8|6|7|4	1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.29|P|S
4519	10	51	oleedar	cheolkary	o	y	0	8	7|6|3|4|1|4|4|6|7|9	1|1|1|1|1|1|1|1|1|156	f105r|f105r.30|P|S
4520	13	60	kodeey	fchoky	k	y	0	12	6|4|3|2|5|7|4|5|4|5|7|2|6	1|1|1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.31|P|S
4521	11	54	ycheochy	ajam	y	m	0	10	8|5|5|5|7|3|7|4|4|2|4	1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.32|P|S
4522	11	56	okeeodair	airod	o	d	0	9	9|5|5|10|2|4|2|5|7|2|5	1|1|1|1073|1|1|1|1|1|1|1	f105r|f105r.33|P|S
4523	11	38	dor	alkam	d	m	1	10	3|3|5|3|6|3|2|4|2|2|5	1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.34|P|S
4524	12	61	ypchedy	ofory	y	y	0	10	7|6|8|6|3|3|4|2|5|3|9|5	1|1|1|1|1|1|1|1|1|1|684|1	f105r|f105r.35|P|S
4525	11	55	dyteey	otaiin	d	n	0	10	6|8|4|2|5|3|5|7|4|5|6	1|1|1|1|1|1|1|1|1|1|1	f105r|f105r.36|P|S
4526	4	24	otoiir	otaly	o	y	0	3	6|8|5|5	1|1|1|1	f105r|f105r.37|P|S
4527	9	63	polairy	sairy	p	y	0	7	7|4|8|6|8|10|7|8|5	8|1|1|1|1|1|1|1|1	f105v|f105v.1|P|S
4528	12	63	ysheod	otor	y	r	1	11	6|7|6|7|8|2|5|6|5|2|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.2|P|S
4529	11	64	dshedy	qotaiin	d	n	0	10	6|8|6|5|5|3|6|6|6|6|7	1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.3|P|S
4530	8	45	olkeeol	chedaiin	o	n	0	7	7|7|7|5|4|2|5|8	1|1|1|1|1|1|1|1	f105v|f105v.4|P|S
4531	10	65	pchedal	sairom	p	m	1	9	7|7|5|5|5|7|10|6|7|6	1|1|1|1|1|1|1|1|1|1	f105v|f105v.5|P|S
4532	13	58	dcheo	g	d	g	1	12	5|8|6|3|4|2|3|2|7|5|6|6|1	1|1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.6|P|S
4533	7	40	ycheeo	lchedr	y	r	0	5	6|6|5|2|7|8|6	1|1|1|1|1|15|1	f105v|f105v.7|P|S
4534	11	65	fodal	odar	f	r	0	9	5|5|8|6|7|7|6|8|6|3|4	1|1|623|1|1|1|1|1|1|1|1	f105v|f105v.8|P|S
4535	14	60	lcheey	okam	l	m	1	13	6|6|1|5|6|7|7|6|5|2|1|3|1|4	1|1|1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.9|P|S
4536	16	57	ykeey	odam	y	m	0	15	5|2|3|5|3|5|6|1|4|5|1|4|3|2|4|4	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.10|P|S
4537	13	61	roees	hdy	r	y	0	11	5|5|2|6|2|4|8|7|6|4|4|5|3	1|1|1|1|1|1|1|1|241|1|1|1|1	f105v|f105v.11|P|S
4538	12	52	ysheedy	am	y	m	1	11	7|4|5|6|2|2|6|4|6|4|4|2	1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.12|P|S
4539	8	41	saiin	lkchdal	s	l	0	7	5|7|7|4|2|4|5|7	1|1|1|1|1|1|1|1	f105v|f105v.13|P|S
4540	10	59	pchedaiin	chtchy	p	y	0	9	9|7|7|8|5|5|4|4|4|6	1|1|1|1|1|1|1|1|1|1	f105v|f105v.14|P|S
4541	13	58	ycheey	r	y	r	0	12	6|3|5|6|2|2|3|5|8|6|5|6|1	1|1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.15|P|S
4542	12	59	daiin	opaiim	d	m	1	11	5|5|3|3|5|4|6|4|4|8|6|6	1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.16|P|S
4543	10	39	olr	olkaiin	o	n	0	9	3|4|4|1|5|3|2|5|5|7	1|1|1|1|1|1|1|1|1|1	f105v|f105v.17|P|S
4544	10	64	pchor	karaim	p	m	0	8	5|8|6|7|8|7|7|5|5|6	1|1|1|1|1|1|1|1|1|407	f105v|f105v.18|P|S
4545	11	53	ycheey	am	y	m	0	9	6|4|6|6|5|5|5|3|5|6|2	1|1|1|1|1|1|1|1|1|925|1	f105v|f105v.19|P|S
4546	11	63	porair	lpaim	p	m	0	9	6|8|7|5|6|4|4|4|7|7|5	1|1|1|1|1|1|1|1|1|403|1	f105v|f105v.20|P|S
4547	11	59	ykeeo	aiikam	y	m	0	9	5|5|5|7|5|5|4|8|7|2|6	1|1|1|1|1|1|1|1|1|1|64	f105v|f105v.21|P|S
4548	6	34	daiin	cheey	d	y	0	5	5|9|6|3|6|5	1|1|1|1|1|1	f105v|f105v.22|P|S
4549	10	57	tcholkaiin	paradam	t	m	0	8	10|4|2|5|5|5|8|5|6|7	1|1|1|1|1|1|1|1|1|776	f105v|f105v.23|P|S
4550	8	46	alcheey	fchedypaiin	a	n	0	6	7|6|4|3|5|6|4|11	1|1|1|1|1|1|1|381	f105v|f105v.24|P|S
4551	11	63	kchdaldy	dl	k	l	0	9	8|4|8|6|6|6|5|7|5|6|2	1|1|1|1|1|1|1|1|1|58|1	f105v|f105v.25|P|S
4552	12	57	lkl	ry	l	y	1	10	3|9|6|4|4|2|4|6|7|3|7|2	1|968|1|1|1|1|1|1|1|1|1|1	f105v|f105v.26|P|S
4553	11	58	sheoe	otaiilody	s	y	0	9	5|5|4|7|3|7|5|6|2|5|9	1|1|1|1|1|1|1|1|1|1|693	f105v|f105v.27|P|S
4554	6	23	oeoar	otaiin	o	n	0	5	5|2|2|4|4|6	1|1|1|1|1|1	f105v|f105v.28|P|S
4555	11	60	tdol	opairam	t	m	0	9	4|3|6|4|8|6|6|3|8|5|7	1|1|1|1|586|1|1|1|1|1|1	f105v|f105v.29|P|S
4556	12	54	dchedy	sy	d	y	2	11	6|5|5|6|5|5|6|5|4|1|4|2	1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.30|P|S
4557	9	46	ychtaiir	daiin	y	n	0	7	8|6|3|4|6|5|5|4|5	1|9|1|1|1|1|1|1|1	f105v|f105v.31|P|S
4558	10	61	poar	rairapy	p	y	0	7	4|9|5|2|7|9|7|8|3|7	1|1|1|1|1|851|1|1|1|916	f105v|f105v.32|P|S
4559	13	52	lsheody	dar	l	r	0	12	7|4|5|5|1|1|6|5|7|2|4|2|3	1|1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.33|P|S
4560	10	57	sheeo	lkldain	s	n	0	9	5|5|4|7|4|6|6|8|5|7	1|1|1|1|1|1|1|1|1|1	f105v|f105v.34|P|S
4561	12	58	doee	kaishd	d	d	0	10	4|7|1|5|8|4|4|6|5|6|2|6	1|1|1|1|1|1|1|1|1|1|1|404	f105v|f105v.35|P|S
4562	11	58	laiin	ockhhy	l	y	0	10	5|5|7|6|6|5|5|2|4|7|6	1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.36|P|S
4563	12	55	yshey	aildy	y	y	0	11	5|4|4|5|6|3|4|5|6|6|2|5	1|1|1|1|1|1|1|1|1|1|1|1	f105v|f105v.37|P|S
4564	4	20	cheody	okshey	c	y	0	3	6|5|3|6	1|1|1|1	f105v|f105v.38|P|S
4565	11	64	pshdar	yteeody	p	y	0	10	6|6|6|4|6|5|7|6|6|5|7	1|1|1|1|1|1|1|1|1|1|1	f106r|f106r.1|P|S
4566	12	63	shedchy	rod	s	d	1	11	7|7|5|6|5|4|7|4|5|5|5|3	1|1|1|1|1|1|1|1|1|1|1|1	f106r|f106r.2|P|S
4567	6	31	dshes	cheos	d	s	0	5	5|6|7|6|2|5	1|1|1|1|1|1	f106r|f106r.3|P|S
4568	10	64	pcheodair	qokam	p	m	0	8	9|7|8|2|5|7|9|6|6|5	1|1|1|1|1|1|1003|1|1|1	f106r|f106r.4|P|S
4569	11	59	ysheor	lchorom	y	m	0	9	6|4|4|6|8|7|6|2|5|4|7	1|1|1|1|1|1|1|1|1|1|462	f106r|f106r.5|P|S
4570	11	63	shor	qoky	s	y	0	8	4|5|7|5|2|6|5|12|7|6|4	1|1|680|1|1|1|1|43|1|1|1	f106r|f106r.6|P|S
4571	7	38	olched	cheees	o	s	0	6	6|5|6|5|5|5|6	1|1|1|1|1|1|1	f106r|f106r.7|P|S
4572	11	61	porarchy	okchdaim	p	m	0	9	8|4|2|5|5|6|5|7|7|4|8	819|1|1|1|1|1|1|1|1|1|1	f106r|f106r.8|P|S
4573	7	40	ychor	qokar	y	r	0	6	5|4|6|8|6|6|5	1|1|1|1|1|1|1	f106r|f106r.9|P|S
4574	9	57	pshoair	qotoky	p	y	1	8	7|9|6|6|6|6|6|5|6	1|1|1|1|1|1|1|1|1	f106r|f106r.10|P|S
4575	12	59	sar	lchg	s	g	2	11	3|4|5|4|7|5|6|6|6|4|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f106r|f106r.11|P|S
4576	5	30	okeey	dchedy	o	y	0	4	5|7|6|6|6	1|1|1|1|1	f106r|f106r.12|P|S
4577	11	61	pcheol	daiinopal	p	l	1	9	6|9|4|7|4|4|6|5|3|4|9	1|1|1|1|1|1|1|1|1|1|268	f106r|f106r.13|P|S
4578	8	45	ychol	okeor	y	r	0	7	5|6|7|8|5|4|5|5	1|1|1|1|1|1|1|1	f106r|f106r.14|P|S
4579	10	58	podaroar	okchdam	p	m	0	8	8|5|5|4|6|6|7|6|4|7	800|1|1|1|1|1|1|1|1|1	f106r|f106r.15|P|S
4580	12	59	soin	chdam	s	m	0	11	4|3|5|4|4|7|8|5|6|4|4|5	1|1|1|1|1|1|1|1|1|1|1|1	f106r|f106r.16|P|S
4581	6	39	yochor	aiinchodar	y	r	0	4	6|6|7|8|2|10	1|1|1|1|1|65	f106r|f106r.17|P|S
4582	11	65	kshed	chdy	k	y	0	10	5|6|7|4|6|7|8|6|8|4|4	1|1|1|1|1|1|1|1|1|1|1	f106r|f106r.18|P|S
4583	10	65	otchedy	y	o	y	0	8	7|6|8|7|5|9|4|7|11|1	1|1|1|1|1|1|1|1|897|1	f106r|f106r.19|P|S
4584	10	61	ytaiin	qokaiin	y	n	1	9	6|5|7|6|7|4|5|7|7|7	1|1|1|1|1|1|1|1|1|1	f106r|f106r.20|P|S
4585	6	39	olkeedy	okain	o	n	0	5	7|8|4|6|9|5	1|1|1|1|1|1	f106r|f106r.21|P|S
4586	10	64	tshodair	opchody	t	y	0	8	8|7|5|7|6|4|8|5|7|7	29|1|1|1|1|1|1|1|1|1	f106r|f106r.22|P|S
